epoch,accuracy,loss,val_accuracy,val_loss
0,0.6408169865608215,1.2007982730865479,0.7895699739456177,1.3185397386550903
1,0.9119893908500671,0.5223113298416138,0.8133577108383179,1.3682560920715332
2,0.951179027557373,0.3079172670841217,0.8353156447410583,1.2939523458480835
3,0.9726004600524902,0.16712455451488495,0.8526989817619324,1.344860553741455
4,0.9871305227279663,0.08610200881958008,0.8627630472183228,1.3165761232376099
